0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
6.6112986,4.0237627,4.1815476,3.9127922,7.2877784,6.037954,5.5924625,6.381909,0.0,0.0,10.364162,3.9579847,3.9774532,9.528412,4.818858,0.0,1.7056743,6.0933976,6.556532,5.250413,6.4840236,6.117576,0.0,0.0,7.7284093,2.4931152,7.562495,10.385636,5.100365,5.263117,5.635001,2.5960371,7.172262,2.8502078,0.0,4.444388,2.103198,7.4144154,7.2551055,0.0,4.5244246,4.9604616,5.78506,7.314239,5.5631685,5.937373,6.8614006,3.4270477,5.10284,2.824941,1.7563996,7.14171,7.525517,5.979792,7.2565856,10.667025,4.424843,0.44900575,7.0637517,1.3397604,5.0585933,4.376736
6.593569,3.38523,4.7922254,4.8941603,7.6359076,5.5401564,0.9601047,5.6625156,0.0,5.062895,6.0315332,3.717989,8.602038,4.4935045,0.6657351,0.0,2.0997949,6.515121,2.5497372,7.312262,6.0800705,0.8445469,0.0,0.0,6.2708206,3.2695174,5.939535,7.247125,3.0192847,4.1405087,3.6379683,4.376001,2.4387915,2.732493,0.0,5.5131903,4.5374064,7.115122,2.0691977,0.0,6.4209437,6.530441,4.320774,3.5502381,5.185701,2.8296635,6.238402,0.9412522,1.6102334,5.329112,0.15214045,7.830562,10.685823,1.8418665,6.283516,6.614937,6.5248833,5.7856436,8.457337,0.0,5.4353995,5.5566506
5.6648355,1.742353,5.071898,3.967842,7.623047,4.821102,2.8924284,3.8680587,0.0,0.97688705,11.824051,5.3501387,7.501227,3.4026394,0.143261,0.0,0.0,7.3363967,2.4822812,5.4198136,8.4067335,3.8288627,0.0,0.0,5.307774,5.222679,7.4306016,10.018988,1.9719926,4.207966,7.8316507,2.0455015,6.736976,4.079291,0.0,5.3977947,1.9587578,7.0440483,4.1608458,0.0,3.642322,10.74909,1.4571126,7.859425,2.292282,4.481374,7.6023364,0.0,2.1976867,1.1068457,2.2406697,4.825415,8.082952,5.308655,4.7811537,7.247113,5.517192,2.9527135,7.2108936,0.0,7.3144917,4.5993876
4.0956626,2.2696567,3.8499222,3.4651606,8.157531,3.304152,5.4498963,3.8297863,0.34810808,0.0,7.926889,7.5884185,7.017004,6.675599,0.0,0.0,3.322193,3.2364323,1.5896415,4.310501,7.9849887,2.1576333,0.0,0.0,7.35,5.642498,8.273708,11.902905,5.3194885,6.1016307,3.49342,6.5457115,6.9250183,3.258659,0.0,4.316439,4.692939,5.4683404,6.09062,0.0,6.167444,3.3433607,2.36271,4.072677,6.338954,3.2148044,6.1768036,2.5603836,5.1139917,7.802607,3.9294508,6.3096576,4.1635475,4.8274174,6.0789576,6.1151843,7.0911055,3.5765233,5.132369,0.0,4.2114778,5.3344655
0.0,6.621449,5.521725,4.8414536,5.4046874,3.5187888,11.532157,4.504555,7.0533166,0.0,7.6552753,6.3042717,3.9566102,8.950723,5.1019483,2.8361073,4.922372,2.1681218,2.1637568,3.5028641,7.7638927,6.5439816,0.0,0.0,7.2345977,5.4653573,7.205758,18.382215,6.6145406,8.523792,12.213479,8.069719,12.597669,1.2179155,0.0,3.4522586,3.7119029,7.2422976,8.533831,0.0,12.051893,6.1473,0.32116175,2.6890411,4.0758247,4.684419,4.1380005,1.719459,9.099838,4.1521325,5.6000056,3.433341,0.0,2.9430192,1.4169381,15.0802965,4.894586,4.3660126,1.7522713,7.5868883,8.473746,4.782815
4.3274956,3.6031234,4.4187474,3.486356,6.051143,3.010194,7.011043,3.442377,4.8708477,3.1107652,6.902153,6.544611,4.9413366,12.043645,4.9240184,0.0,2.842511,6.206906,3.526939,3.7688034,7.2164116,4.8360295,0.0,0.0,5.5906262,4.4505186,5.484054,11.054224,4.3601727,4.272968,5.237335,5.070494,8.468056,2.9170926,0.0,4.172959,6.8141575,4.874637,6.061419,0.0,5.7454543,4.5293374,2.264516,5.6764727,5.642945,4.7039437,5.0928464,3.0839937,4.979771,14.121986,5.5447927,4.922149,3.5833876,5.849433,4.7513647,7.958816,7.917884,4.9894533,3.3756409,5.8568244,5.52773,5.3841996
4.72995,1.5950902,4.5258207,6.2108607,2.9788268,5.0189214,4.762794,4.26713,5.9791346,2.222509,5.408883,3.7610145,2.7182794,0.0,5.9329786,0.0,2.0081813,7.5005,4.668675,1.7014668,3.9632647,5.2384343,0.0,0.0,4.4078107,4.4263844,8.711759,12.616121,5.08092,6.0118217,0.0,10.000209,13.707093,2.6462822,0.0,1.5197175,0.0871637,4.4669585,0.0,0.0,10.674381,3.7061148,0.0,4.0731893,4.635076,4.0963526,8.930521,2.7692719,2.66193,4.298659,4.7003293,3.6327553,1.4588255,2.3877776,4.89621,1.5760012,0.8877959,4.3196607,9.043841,0.0,3.731202,5.138237
1.4448466,2.6967068,2.4831305,3.7330573,4.147079,1.633539,3.4388921,1.857654,1.2074203,0.0,6.0132456,6.4163136,4.8354993,7.138632,1.6294398,0.0,2.3818233,6.183118,0.14917202,1.9943346,5.995155,1.4499117,0.0,0.107022375,4.214846,2.8003297,3.430377,6.2039905,5.6508756,4.911113,6.600288,1.4274467,4.7934184,4.5341496,0.0,1.6963037,6.2656665,3.0958834,3.4597254,0.0,4.0791197,6.3886266,3.3027806,4.925147,0.88029,3.5679505,4.662518,3.834865,3.046009,7.8797226,5.292299,4.0141573,1.5908,5.3561344,5.7426176,3.3923383,4.0434237,1.1089312,5.1064234,5.245993,5.4869776,5.630994
4.142638,3.5296035,5.327906,2.3579106,4.7299004,0.272844,3.5876367,0.7252888,2.1005669,2.208431,5.9933095,5.20987,9.525255,4.3963594,0.0,0.0,2.1181262,3.018136,0.7014793,4.1365533,4.9077086,1.4557059,0.0,0.0,4.5049257,3.6498177,4.316063,3.3308525,3.9119632,4.0939183,4.3624854,4.785487,7.6632333,4.357323,0.0,2.4982183,5.492544,3.6772172,2.7568874,0.0,0.0,2.032102,0.0,3.0211334,4.482927,0.9032082,5.749658,0.7934455,3.6841826,7.248842,1.6586447,5.03206,2.4765537,1.9071723,5.013061,3.0440137,8.512917,3.486347,5.39651,0.0,5.3861494,3.5948675
8.907447,0.5111598,3.7303507,3.9888902,4.565421,3.7477398,5.329265,5.791227,7.002901,0.92121476,9.728401,6.1509843,1.8070042,5.596003,8.453108,0.0,0.8278177,7.0844183,6.825091,4.1027274,5.634742,7.705582,0.0,0.0,6.0191174,4.215713,6.7647257,18.51761,4.1132226,4.130628,4.007404,5.4515347,6.6814594,5.7214727,0.0,3.3644943,3.056745,7.3582907,8.066908,0.0,4.205956,2.161999,4.7346306,5.7063804,3.4969594,5.735972,5.641118,2.9522693,5.0475683,7.213082,3.40273,5.5211763,5.306352,4.065222,7.4183483,7.890376,3.876857,2.0138938,3.8422735,4.950032,6.4698853,5.8211584
0.0,3.5659995,5.353381,6.391785,10.021253,6.9669867,3.4433088,4.3532267,0.985147,9.125647,6.7866898,1.2427874,5.7718244,0.32825,0.0,0.0,7.881837,0.36695084,1.7580948,3.4710724,7.1345816,4.0844927,0.0,0.0,2.4630477,7.489837,3.1323938,2.367282,6.776152,3.2351494,16.690357,4.4480615,4.8738723,3.7751818,0.0,2.5019913,1.659149,8.554781,7.2770934,0.0,16.310392,8.830357,3.5770965,1.9248694,4.539136,7.2078023,0.68220896,0.0,4.854347,0.0,1.6606368,0.0,2.3911533,3.240813,6.7516956,2.5964592,0.2376562,2.5998983,5.919091,0.0,1.2746656,7.549255
0.0,4.2621336,3.1016681,7.491091,7.1610737,7.3429236,3.3453145,6.5947704,2.8350384,6.3606777,4.663238,0.23942897,1.927696,0.14971426,4.20885,0.0,8.679927,4.888745,4.1927085,4.1593914,5.828115,5.113571,0.0,0.0,3.0841181,5.418984,6.1738286,11.7467165,7.8492484,3.458662,7.569418,6.0512013,6.9807467,2.3139853,0.0,1.0569227,3.5769312,7.3322806,3.9880228,0.0,18.41815,8.434676,4.2394204,4.387769,6.245534,8.626032,5.0357122,3.878061,5.7543635,0.3687592,5.0903726,2.249235,7.1751266,3.656395,4.075148,0.9234962,1.0379398,3.1950362,6.8693686,1.1323901,0.38865426,7.174645
4.5582213,1.8660357,3.1302924,2.4172974,5.1528797,2.4726567,4.1813636,3.4007828,2.1202133,2.790207,5.5587096,5.238792,5.6855073,8.532068,3.2723947,0.0,2.0417383,5.1235914,2.086056,4.4014363,4.5007243,3.5618765,0.0,0.0,5.4979963,3.1158953,4.8766866,9.992893,4.6208553,3.8033092,2.7435403,6.255125,11.443428,3.784252,0.0,1.8499032,3.576592,4.3283596,4.228167,0.0,4.207851,3.1870859,2.6162765,5.968165,2.6754942,2.746953,5.4280915,1.8672985,4.5321355,9.428959,4.4313583,5.1955285,3.1604338,4.6682553,4.647791,5.0511603,6.14673,4.8360395,4.7081747,3.7534235,5.9933777,5.102337
2.0041056,0.0,0.67983973,3.4580843,6.463201,3.0755298,6.5617194,3.948801,0.6725072,0.0,5.170148,7.62245,3.587796,11.298052,3.3701787,0.0,1.8949225,5.361665,1.1234233,2.97822,6.5770874,0.5360135,0.0,0.49975342,7.527233,2.8186042,5.66273,12.3399,4.1668415,3.9279053,4.374336,0.0,0.0,1.1067054,0.0,4.2044225,4.6721954,1.3698078,5.3331747,0.0,5.68482,7.830783,2.6445353,4.3851857,4.3153806,3.0220673,4.7148213,4.1136713,2.20313,14.285547,5.804648,5.0924,5.9186397,6.132383,2.572936,5.619359,4.5597954,4.4840155,3.4758859,2.0277448,3.7660515,4.6383386
3.696589,1.6375053,2.117195,2.365576,2.465608,1.71225,3.1058352,2.282618,2.3047998,2.2787864,3.1787398,2.9866228,2.2536356,4.0677752,3.7769306,0.0,1.9418088,3.8667488,2.4161549,2.80474,3.4002883,3.062765,0.0,0.0,2.2725072,1.2432461,3.0541167,6.7887955,2.3995206,2.8053849,1.5903785,2.3737714,4.073234,1.5775375,0.0,2.021435,2.9946404,2.5444078,3.2656121,0.0,3.8424451,2.2011006,2.8824987,2.7437735,1.5244131,2.4747348,3.0099084,1.4471409,1.8464073,6.52097,1.0713977,2.5760996,2.6490655,2.56788,2.6299944,3.8929946,2.417499,2.5161755,2.2195427,3.6566257,3.6745915,3.1098435
2.0249395,6.224016,3.4408786,6.6624017,6.482892,5.749676,3.6833458,4.5112453,0.0,1.7213266,5.1792884,4.307667,7.79232,2.684902,0.0,0.15746272,4.9250307,1.4125491,0.46890265,6.0640845,8.895494,2.691642,0.0,0.0,6.0217013,4.1189814,4.068191,10.075592,5.0560784,7.1196003,11.779439,4.315707,1.6353838,1.2075138,0.0,4.8756385,3.735406,8.533626,7.028196,0.0,10.066986,6.560672,3.214783,1.3265687,3.6774223,4.831423,2.3321435,0.0,5.0005484,0.0,0.0,5.395851,6.6006584,0.20274591,6.5523114,9.268424,5.023097,4.1869907,5.562763,0.0,6.2893534,5.1473384
1.6112112,0.0,1.1818101,7.1214137,5.064229,1.9036793,8.40886,3.5187283,7.4396977,5.8511624,5.7841997,5.5506635,3.3294227,3.6932185,8.303285,4.009811,3.0267231,4.597139,1.0517813,1.1164467,7.494369,3.982195,0.0,2.3275976,4.278937,5.1737895,4.840248,12.635021,4.5875325,3.92547,7.3881297,4.009284,4.0815983,1.8583982,0.0,5.3693137,7.961927,0.0,7.373419,0.0,7.973778,3.9983757,0.0,4.031442,4.35114,3.0106406,3.063996,0.0,1.0431137,16.110199,5.7359233,0.0,2.7372522,2.6818948,3.488263,3.206502,4.728561,7.2534404,1.8155965,7.899913,5.586429,6.8479877
6.8720403,2.3774967,2.1915202,1.1453182,2.2248235,0.95312023,4.4711175,1.2076856,4.634854,2.0436945,4.012419,5.180243,2.9906266,6.994974,3.0265265,1.0991304,2.493497,4.9598036,2.7594948,3.9854035,4.1549387,2.7785804,0.0,0.4576238,3.694743,0.0,3.923099,9.613402,3.307884,2.80093,0.0,4.9099326,10.858489,3.831775,0.0,1.3485177,4.026771,3.820016,3.6087494,0.0,5.0344973,0.6242541,4.3538957,6.323999,0.042583182,2.2842677,4.9326663,3.2754595,2.4255714,14.475736,3.738318,3.263237,3.6400647,6.4795475,3.2562437,5.1871014,5.6974454,3.8854194,1.8229654,5.4777465,4.0416203,4.3287907
2.9790788,2.958356,3.4348872,3.739974,3.7168822,3.2104409,5.759039,3.2063498,4.63031,1.5554873,4.708638,4.0178604,2.9117746,5.882274,3.7235942,0.33637524,2.2940626,4.3363366,3.2394598,2.5765977,5.64544,3.8045232,0.0,0.0,5.1374884,3.7820919,4.0137606,8.52898,4.6423154,4.8967986,3.4899962,3.90981,4.538558,1.8474486,0.0,2.7202168,2.719831,3.7369561,4.621481,0.0,6.3581753,3.7444599,2.2644606,3.4988604,3.8157215,3.8708966,3.8535626,3.2286587,4.196589,7.326249,3.4501994,4.090786,2.901383,4.2879086,2.9073377,6.7664056,2.3549407,1.849292,3.321163,3.7448585,4.216181,4.079631
1.3327024,1.9566753,2.147714,2.8382928,3.0430756,0.38565803,2.646488,1.1519668,3.5178893,3.6638458,1.0926297,2.3514247,3.785169,1.8599428,1.4191984,0.9871728,1.7566332,2.1803033,0.63534886,3.5222738,3.4427135,0.88996303,0.0,0.0,2.4195886,1.7741973,3.4932005,4.8134995,2.7281919,2.6573696,3.7183986,4.457096,5.165688,0.76632327,0.0,2.1902957,2.9422216,1.3638722,2.92107,0.0,4.8718653,1.7979037,0.27115455,1.705965,1.6385298,1.2827598,2.1071079,0.14491844,1.8535459,7.2556357,1.4667726,1.8210931,0.15814777,1.181135,2.3989046,3.1358194,2.4953654,3.536341,2.3067968,2.7576246,3.486542,3.050138
1.4223627,1.6829226,1.4860854,1.7054378,2.7377472,1.0216436,1.4476974,1.1502614,1.3027048,2.103368,2.484968,2.7050912,3.0796747,3.5056055,0.58485705,0.0,1.1955305,2.5151005,0.6998868,2.0148075,2.339889,0.8153211,0.0,0.0,2.1003854,1.5548233,2.126169,2.7659261,2.5419044,1.8152779,2.094718,1.3608289,2.7045116,1.8619702,0.0,1.6257498,2.7461183,1.8487843,2.4288802,0.0,2.6840758,2.5968788,1.3607428,2.6648538,1.3475213,1.6322721,2.4108863,1.2240841,1.5233246,4.9420238,1.3531048,2.7523623,1.7390908,2.2057705,2.401283,2.2822053,1.7978393,1.1313149,1.9395796,1.7214391,2.2217755,2.3395183
0.4158272,2.721448,2.643976,3.6315176,4.1261044,4.328741,5.2059736,3.0726254,0.0,0.021642305,2.9414856,4.6548653,4.0387464,7.509688,1.9805434,0.0,3.5539649,3.702116,1.4567635,3.273841,5.444266,1.1707162,0.0,0.0,5.639734,3.0931084,4.4595428,8.889021,4.1058803,5.665296,3.2985969,3.2595189,2.7002165,0.5635658,0.0,2.9183226,5.3548837,2.9065113,2.745421,0.0,8.617891,3.2313056,0.396838,1.6655898,4.298969,3.4333682,2.9730074,1.7171661,3.0522082,8.317183,3.538549,4.523637,3.1612315,3.308254,3.8874755,5.204239,4.028804,4.5468206,4.0115614,0.24214919,3.96568,3.544898
3.6886485,2.8285348,3.0396101,4.3790317,4.769929,2.231153,2.6917915,3.4231358,2.9884567,4.727464,3.8716142,3.151244,4.323214,2.2167342,2.0995371,0.0,2.8531282,4.069368,2.3982875,4.324369,4.325966,1.8602631,0.0,0.0,3.4711897,3.4247475,4.167545,7.17571,3.2964199,4.07657,4.0980935,4.478482,5.374219,2.226145,0.0,2.9680016,3.3028727,4.134686,3.9178772,0.0,7.140316,3.7758248,2.6172135,2.6387763,2.7086205,3.321509,3.9755185,1.2025324,2.4515033,5.3220763,0.9442105,2.970194,4.06031,1.814321,4.131414,5.171277,2.4213154,3.108941,3.9255219,2.0730147,3.460579,5.197519
4.2765665,1.2703023,1.9995707,1.611123,2.902551,0.053741254,2.5902205,0.05527147,0.74762154,3.5135171,3.3244185,3.6868763,7.349278,4.2577195,0.0,0.0,0.6544451,3.902218,0.0,4.2106504,2.8103142,1.159639,0.0,0.0,4.4110837,0.8421721,2.9701552,5.7177467,3.0857344,3.7523072,1.255145,5.724088,8.845901,2.4607465,0.0,2.40677,3.9198775,2.5841427,2.6147346,0.0,1.1661271,0.6001501,0.23231564,3.3402023,0.34893146,0.0,4.348001,0.1586794,1.1313735,8.17717,1.0927289,3.108493,0.9252789,1.2611645,4.594821,2.3228912,5.4055343,5.1199894,3.4661124,1.836414,5.548908,3.0834694
2.9113488,0.5313568,1.6406251,3.6109307,5.9045773,2.7465193,2.1565812,3.0943336,1.4435322,0.27257237,4.863447,5.1742163,4.8380914,3.6924071,1.8516158,0.036665477,2.4658618,3.2541046,2.7071831,2.4704478,6.3151217,1.6355612,0.0,0.1369159,3.978663,3.723701,3.5736792,10.084962,3.3803816,5.072124,3.7186334,2.5700614,2.3395336,2.7099469,0.0,2.8543773,5.937936,3.1528125,4.8628106,0.0,7.248072,2.7767026,0.98322445,1.6209855,5.1692653,2.80198,2.5375013,0.0,0.5914185,6.5402865,2.5470982,3.1904562,4.982448,1.6106144,4.9988275,3.7919428,4.73986,3.7209227,3.6325538,0.0,2.95277,4.6572747
2.6249602,2.7831023,2.0040772,4.1416936,4.0421314,2.511273,2.9457133,4.011456,1.804203,3.9142716,5.0397477,4.049224,4.3581076,3.1335573,1.8614256,0.3133413,2.8254664,3.2826343,1.6279325,3.3779626,5.12189,2.9504266,0.0,0.0,3.5785592,3.2531505,2.8452003,6.5100527,4.139459,4.2983255,7.2327757,3.4136708,3.7934124,2.5748594,0.0,3.2156618,3.3343003,3.4121506,5.136257,0.0,6.001997,3.6008773,2.9882545,3.7534244,1.378164,3.3501852,3.4086888,1.1652747,3.9032664,4.9026327,2.5742798,3.5144658,2.7709846,2.910956,4.105449,6.6770916,3.2634387,2.2361312,3.0037827,4.109683,4.6016736,4.004885
6.754325,3.3759756,1.3869673,6.184186,4.0540648,1.0927887,1.4975959,6.3207855,7.4926705,9.465824,7.938167,2.8894224,2.0614622,0.028672948,5.0824523,0.54856473,4.8241577,4.9182262,3.9950666,4.0366993,3.9217453,7.021006,0.0,0.0,1.5043006,4.0174127,2.5496953,12.650493,4.242163,2.387963,10.2445545,4.1101885,5.3921638,6.3881235,0.0,2.3228822,4.0777974,4.171592,8.886774,0.0,6.8224783,3.388525,7.5595727,5.065369,0.0,4.971291,2.9173498,0.93602026,5.1282644,2.4535668,0.5935038,1.6329023,2.817324,1.2783891,6.4084888,7.532291,1.6288944,0.61256564,1.3166002,10.625978,5.4359565,5.3080335
3.0714395,2.481011,2.6061664,3.1541858,4.0725346,2.4509306,4.938563,4.5494018,2.7468328,2.8168406,3.9331481,4.7973447,3.7552776,7.413689,4.4451833,0.13701138,2.2890778,5.006249,3.022133,2.3189287,5.114841,3.149228,0.0,0.0,3.9350786,2.9812684,4.113809,3.3718982,4.342758,4.118688,4.30156,3.6381497,3.9784625,1.2556555,0.0,3.2529895,5.089945,2.1739337,3.194642,0.0,3.7070262,1.8269395,2.2874737,4.4088764,3.8903823,3.9748693,4.3651776,2.3864043,3.9596376,13.695767,5.139349,5.2608747,3.4496799,5.2490034,3.501005,5.1457825,5.0503674,4.053596,4.501423,4.654404,4.2918525,3.9033115
2.1702807,0.808716,0.0,1.9286237,4.3051457,4.2412605,1.9866576,4.6346307,0.0,3.5393622,1.4612586,2.27329,1.343842,5.8826227,6.037786,0.0,3.4097507,3.3593056,3.935266,2.3274655,4.7609334,2.8988483,0.0,0.0033077318,1.6377575,3.5451236,2.926049,9.028865,2.7343078,1.9094949,3.5819426,1.5643181,0.0,1.4266572,0.0,0.09520671,3.9731703,2.426642,3.7441926,0.0,6.277908,3.764977,4.288296,0.59157765,5.099615,4.544,1.40764,1.8111185,1.390688,6.637282,1.9298981,2.4042494,9.020685,1.8390378,2.5610065,0.20462209,4.4702544,4.497759,3.3796155,1.4053184,0.77595127,4.2261524
3.4039357,2.0291023,2.9925063,2.1713343,3.6618226,1.2141653,2.718098,1.4940829,2.431546,2.6675367,4.845768,3.5404832,5.1183186,4.0406275,1.0554847,0.16179961,1.7101805,3.3383434,2.0218093,2.8269143,4.0563903,2.43106,0.0,0.0,2.7041597,2.6573622,3.5285783,6.2357154,2.3262515,2.5860133,3.6305015,3.1236978,5.2917585,3.011784,0.0,2.2571003,3.1859152,3.2241244,4.207649,0.0,2.8852396,2.797485,1.7011037,3.1826775,2.2832744,2.1054287,3.6421928,0.9662184,3.108833,5.720622,1.7517548,3.4172432,3.547229,2.9717648,3.772693,4.3727846,4.6355176,1.9356023,2.9811573,1.437127,4.141364,3.3455966
