0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
1.3237516,15.460175,0.0,1.2360576,5.1201015,5.716871,0.31826615,0.0,0.0,8.623295,2.6287305,0.021979839,3.99867,0.0,0.01733771,1.644571,11.578812,0.044229,0.028459996,1.0590878,1.9947888,0.022907093,2.576012,0.072603114,0.6770663,4.762338,0.020207822,2.6199753,14.237667,5.7280374,2.7927084,8.2050295,12.116283,0.0,0.349704,0.0,0.0,3.7463253,1.7704595,8.763819,2.5005934,1.7507497,1.987299,6.01094,0.0,2.5301387,5.735195,0.14811864,9.09977,0.0,5.2395873,9.403206,0.0,2.1480045,1.8737383,3.1109385,0.11263097,0.0,6.362249,0.6712657,0.74624723,6.0304427
6.7743897,7.171824,1.8733418,1.3381965,6.519843,2.5361214,5.808937,0.1593247,0.0,4.608851,11.760522,0.0,5.212823,1.3961335,3.706354,0.011958972,12.449288,0.82209235,2.107185,0.0,0.13608944,1.1641098,5.3606815,1.0662194,0.9653121,5.1466413,4.3684707,3.4010112,5.3473887,0.0,4.731446,0.79154336,8.326351,0.0,0.0,1.2790252,6.0223393,5.612374,7.0678697,6.3899145,0.21460044,3.284245,6.9290767,3.2357097,0.0,0.0,0.0,2.373444,7.592725,0.0154727325,0.44296134,0.089909896,4.985829,0.0,0.0,11.986157,3.0311015,0.951496,0.0,7.1004014,0.6294438,11.591816
6.7882657,0.9088566,8.9953575,1.4575434,1.3009787,8.298697,5.466092,0.0,0.0,1.1258682,1.4691098,1.6886374,6.6068506,2.4177606,0.39964598,2.4277375,4.846864,0.46639848,0.0,0.0,0.69351435,5.842533,4.2126875,6.6492996,8.091074,4.836099,6.349466,3.477862,5.2322736,0.0,9.942161,0.4003948,5.6065025,2.2626877,3.6607258,1.6698763,3.7020984,10.403334,0.49577123,3.6391046,3.5596561,4.193763,0.0,2.63066,0.43460795,0.8925816,2.2693777,0.0,1.0016128,0.0,0.59752744,4.4515014,8.971267,0.0,4.633608,1.1909747,5.8715734,7.1901846,0.29972416,3.9277701,5.4950714,3.6490924
2.3235335,3.1481938,5.4952717,1.8723173,2.7702157,1.5306547,5.755856,0.984453,5.7166843,0.0,6.6009912,0.0,0.0,7.2535524,0.0,1.9711585,5.8438053,1.3329278,0.0,4.5826964,8.374165,3.8134713,3.9361897,1.3609827,2.4059837,0.34636226,0.0,11.265548,1.3584726,2.3587596,7.7034426,0.0,0.0,4.0486083,2.2539907,1.7746747,2.2814248,5.527766,1.3857222,7.179041,8.015645,11.129645,7.934373,7.2095256,0.051829875,0.47815597,0.8856777,5.606653,4.1697884,1.5085251,4.2629175,2.3116193,4.9832444,2.5439653,6.3857064,6.0331635,3.6011517,1.6458393,10.243489,0.0,0.0,2.0108044
1.6237258,10.105277,4.447309,1.5521152,5.9326587,16.1822,0.3712976,0.7444323,0.13545792,4.416496,4.3973417,0.0,2.7799838,0.91652095,4.631353,1.9123036,13.127287,1.5839063,2.0353878,0.47051966,1.8554099,0.5496426,0.44899958,1.5544292,1.2923961,3.2506223,1.2733636,0.67165697,10.364296,10.802496,7.29979,0.0,1.4522638,0.0,0.0,1.6555076,0.70765865,12.344349,1.0275791,1.1584105,1.0516473,1.5645375,4.080545,0.0,0.0,0.9091559,0.0,1.6020724,3.1857667,0.85943985,0.0,3.1231098,6.4671273,1.5237546,3.8900416,8.920712,8.665147,0.7903325,13.325128,2.026075,2.236591,5.2031074
0.833197,5.771761,1.0334084,4.715989,4.3966937,8.480677,0.6610024,4.3268046,4.675767,0.0,7.0927973,7.262048,1.6376152,5.945682,8.591593,0.12581402,4.670472,4.259809,0.014899805,0.0,3.3400385,5.081494,0.0,5.7661467,0.0,12.25807,2.2440856,4.6494064,2.386912,2.5067446,8.388028,1.6200505,0.0,4.4260397,6.58986,0.3488176,2.0946574,3.3440356,1.6977417,0.28463542,1.6991838,7.8360195,1.3319283,3.8109143,0.91771924,0.0,4.686063,9.7126045,6.801498,3.654576,9.81179,2.9997451,2.8462098,4.0830407,6.693793,1.1153153,5.1943283,1.501246,3.2300346,6.5223546,3.4319155,1.6081058
4.446884,1.3850678,3.4905646,6.1760464,4.5794,4.770925,3.0357103,3.0689394,4.3364625,4.7799926,3.0866766,2.5910485,5.3967957,8.185145,5.1917753,3.0159984,4.7509995,6.379651,6.765003,5.3895197,3.4231868,3.084534,7.240278,7.3038464,5.9151673,4.5571585,4.0215864,5.734729,3.8575108,4.799534,7.2615542,4.0749874,2.6644316,3.5407636,3.499489,7.4207606,5.6379867,4.423759,5.9253664,3.4187996,7.507603,4.7748127,7.8273034,3.060002,1.0706522,3.792135,3.6774163,7.846366,1.7221545,5.4698377,5.0266557,4.0753117,10.6495075,4.6252995,3.214235,5.0436854,5.0220027,4.8730955,6.075928,5.3875,4.7309866,8.107571
2.800107,3.2921581,5.744003,6.3078337,4.243021,3.980081,5.593582,4.6220384,5.208018,5.002812,7.972083,5.2559977,4.4675665,2.9413471,6.448452,2.849151,4.297689,3.2034688,6.1453924,3.827191,6.0023103,6.801598,9.428088,5.058933,2.6013725,5.327251,6.1012936,4.438316,6.6720676,6.422783,10.528303,4.3787856,2.0964952,2.57003,3.5809977,5.127317,4.1865335,4.771196,8.26304,3.6837647,2.9378674,5.2122593,5.9861827,3.1366346,0.0,3.361074,2.1766434,6.543399,6.4871287,6.0315175,1.7263705,2.7431333,6.721825,3.2012928,8.058299,6.5467277,6.547198,3.4515097,9.739477,3.3167531,7.13432,5.6548376
3.070054,0.42470193,0.7206272,7.61683,2.9682698,0.98706853,3.745275,3.613159,4.7016945,3.0688639,4.60209,4.655675,4.337607,4.1784387,7.550481,4.7420764,4.3472915,4.4106965,6.572267,4.409118,2.9519815,6.0731726,9.480912,5.8542566,0.7316896,5.4987173,3.8592002,5.418058,2.5770125,4.284402,6.020258,6.429721,3.8251748,2.1282456,4.8914824,4.939365,2.8401785,0.62068933,6.681446,2.785641,5.314623,4.1312,5.980551,5.4710493,0.0,2.2173526,3.299825,7.004291,4.077475,5.6859393,4.1647773,2.893247,2.9657695,5.921715,3.6200962,3.0766308,3.0053883,4.053817,4.937169,5.6770325,2.85872,6.6726193
0.83643997,8.008445,0.42449975,6.832118,0.23551442,4.248959,4.0155797,0.0,5.825703,5.218483,4.554796,1.3891842,1.4271624,5.99158,6.302184,4.8408937,2.0739536,2.469309,0.002046585,1.8878188,8.940322,0.0,4.189225,7.552758,0.0,3.8023224,0.27346,1.8327044,5.8443913,6.7716136,10.168991,0.0,4.966816,1.8382974,1.7464403,1.6525122,1.8805242,1.565596,9.301453,5.995386,2.9924781,4.153546,5.8385286,0.0,0.0,3.6153803,0.8051195,9.024537,0.51201344,10.220589,3.1095402,0.5677155,3.1229079,4.7778797,11.179644,4.1562004,4.153251,0.0,6.993832,4.72886,3.574511,0.0
